StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,BFI_1,BFI_2,BFI_3,BFI_4,BFI_5,BFI_6,BFI_7,BFI_8,BFI_9,BFI_10,BFI_11,BFI_12,BFI_13,BFI_14,BFI_15,BFI_DO,EC_1,EC_2,EC_3,EC_4,EC_5,EC_6,EC_7,EC_DO,Attach_1,Attach_2,Attach_3,Attach_4,Attach_5,Attach_6,Attach_7,Attach_8,Attach_9,Attach_DO,RNSF1_1,RNSF1_2,RNSF1_3,RNSF1_4,RNSF1_5,RNSF1_6,RNSF1_7,RNSF1_8,RNSF1_DO,KM_P_1,KM_P_2,KM_P_3,KM_P_4,KM_P_5,KM_P_6,KM_P_7,KM_P_8,KM_P_9,KM_P_10,KM_P_11,KM_P_12,KM_P_DO,KM_CSR_1,KM_CSR_2,KM_CSR_3,KM_CSR_4,KM_CSR_5,KM_CSR_DO,KM_M_1,KM_M_2,KM_M_3,KM_M_4,KM_M_DO,KM_PA_1,KM_L_1,KM_L_2,KM_L_3,KM_L_DO,RNSF2_1,RNSF2_2,RNSF2_3,RNSF2_4,RNSF2_5,RNSF2_6,RNSF2_7,RNSF2_8,RNSF2_DO,Q12.1,Q12.1_DO,Q12.4,Q12.2,Q12.2_2_TEXT,Q12.3,Gender,Gender_7_TEXT,Age_1,Race,Race_10_TEXT,Education,Student,Employed,Income,SexualOr,SexualOr_6_TEXT,SC0,FL_3_DO,FL_5_DO
8/19/2021 11:45,8/19/2021 11:58,0,90.181.6.166,100,765,1,8/19/2021 11:58,R_1IoQHtwftm6BTDJ,,,,,48.93449402,14.41340637,anonymous,EN-GB,1,3,4,3,2,3,3,2,2,1,3,4,4,4,4,4,7|4|9|3|8|13|14|12|5|10|15|2|1|11|6,4,2,4,2,1,4,4,5|7|2|6|1|3|4,5,5,5,4,3,3,4,3,4,3|7|4|2|5|8|1|9|6,4,4,4,4,2,1,1,3,5|7|1|4|3|8|2|6,1,1,1,1,1,1,1,1,1,3,1,1,2|1|3|6|7|4|9|8|12|10|5|11,1,1,1,2,1,1|4|5|2|3,1,3,3,1,4|3|2|1,4,1,2,1,1|2|3,4,4,4,4,1,1,2,3,4|3|7|2|6|1|8|5,7,4|7|2|3|5|6,2,1,,1,1,,28,0,,4,0,2,3,0,,207,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:47,8/19/2021 11:58,0,109.249.185.115,100,654,1,8/19/2021 11:58,R_2CrEJ8ZtiPU1Wi4,,,,,51.34880066,-0.032104492,anonymous,EN-GB,1,2,5,4,5,5,3,4,5,5,3,3,5,4,4,5,7|11|13|2|15|8|1|6|3|12|9|4|10|14|5,3,5,5,4,5,4,4,4|1|6|2|3|7|5,7,7,6,3,3,4,5,5,1,1|2|9|4|8|7|6|5|3,5,4,5,5,2,3,2,1,2|4|1|3|7|8|6|5,1,1,1,1,2,1,1,1,1,1,2,1,11|2|8|7|6|1|9|5|12|3|10|4,3,4,2,5,1,1|5|3|2|4,4,1,4,1,2|4|1|3,5,5,2,5,1|3|2,4,4,4,3,2,2,1,2,5|1|2|4|8|6|7|3,3,4|6|2|7|3|5,2,1,,2,1,,20,0,,1,1,1,1,4,,223,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:46,8/19/2021 11:58,0,78.67.83.205,100,696,1,8/19/2021 11:58,R_308fG3XVY4NlEAZ,,,,,60.67410278,17.14830017,anonymous,EN-GB,1,3,4,3,4,5,2,3,3,3,5,3,4,3,3,5,4|2|13|11|1|14|12|3|8|7|5|10|6|9|15,5,1,5,1,1,5,5,3|2|4|7|5|6|1,6,2,5,3,6,5,6,6,5,5|2|9|3|1|6|7|8|4,3,3,3,4,4,4,3,3,1|8|7|4|6|2|3|5,3,1,1,3,3,3,3,1,1,5,3,4,7|5|11|1|6|4|10|12|2|3|8|9,4,3,2,4,1,3|5|1|4|2,3,3,3,3,3|2|1|4,4,3,3,3,1|2|3,3,3,3,3,3,3,3,3,5|2|1|4|7|3|6|8,7,3|4|7|6|2|5,2,1,,1,0,,54,0,,3,0,2,0,0,,238,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:43,8/19/2021 11:58,0,94.61.30.34,100,868,1,8/19/2021 11:58,R_3s5LwuF005wth2V,,,,,41.19410706,-8.515106201,anonymous,EN-GB,1,4,5,2,2,4,3,2,5,1,2,2,5,5,5,2,12|3|13|10|11|2|14|9|8|5|7|15|4|6|1,4,1,4,2,2,5,4,7|4|2|1|5|6|3,6,3,3,3,5,5,2,1,2,7|1|6|2|4|8|3|9|5,5,5,5,4,1,1,1,1,7|5|3|8|2|6|4|1,1,1,1,1,1,1,1,1,1,1,1,1,3|11|10|5|9|12|6|2|1|8|4|7,1,1,1,1,1,5|2|4|3|1,1,1,1,1,3|2|1|4,4,1,1,1,1|2|3,5,5,5,4,1,1,1,1,3|8|1|5|2|7|6|4,7,4|2|6|7|5|3,2,1,,1,1,,19,0,,1,1,0,0,0,,204,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:46,8/19/2021 11:58,0,78.148.23.41,100,733,1,8/19/2021 11:58,R_3Rlu4KRu1EKJBIq,,,,,51.13330078,0.883300781,anonymous,EN-GB,1,3,4,2,4,3,3,3,2,1,1,3,4,4,4,1,4|12|2|9|5|8|10|13|6|15|14|7|3|1|11,2,2,4,3,2,4,4,4|2|7|6|1|5|3,2,2,1,5,2,2,3,6,6,9|8|2|3|4|1|6|5|7,4,5,5,4,2,2,2,2,3|8|4|1|5|2|6|7,1,1,1,1,1,1,1,1,1,2,1,1,1|11|7|12|5|8|3|4|2|9|6|10,1,1,1,1,1,5|1|2|3|4,1,1,1,1,4|3|2|1,1,1,1,1,3|1|2,4,4,4,4,2,2,1,3,5|1|8|2|7|3|6|4,7,3|6|4|2|7|5,2,1,,1,0,,26,0,,2,0,2,4,0,,202,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:45,8/19/2021 11:58,0,88.21.169.214,100,809,1,8/19/2021 11:58,R_2e8tcgfqCgU1FOk,,,,,43.36439514,-2.49949646,anonymous,EN-GB,1,4,4,4,4,4,2,2,4,2,3,4,4,4,4,4,6|14|4|3|15|5|10|2|8|11|13|7|9|1|12,4,2,3,4,4,2,3,2|7|6|1|3|4|5,3,2,4,3,5,5,3,2,3,7|4|2|1|9|6|8|3|5,2,5,4,4,2,2,2,2,2|4|3|6|5|8|7|1,2,2,2,1,2,1,2,2,2,2,2,2,6|3|8|2|9|10|5|1|12|4|11|7,3,3,3,2,1,1|4|5|2|3,2,3,3,2,4|2|1|3,5,5,3,3,1|2|3,3,4,4,3,3,4,4,4,3|6|8|7|1|4|2|5,7,4|3|2|5|6|7,2,1,,1,1,,41,0,,4,0,2,2,0,,216,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:41,8/19/2021 11:58,0,107.145.224.217,100,1044,1,8/19/2021 11:58,R_3DnzCtlQlXCUlGT,,,,,28.59779358,-81.30239868,anonymous,EN-GB,1,4,4,1,1,5,4,1,1,1,1,4,4,5,5,5,8|1|12|9|2|14|7|4|3|13|6|11|15|10|5,5,1,4,1,1,5,4,1|6|4|2|3|5|7,6,3,6,4,3,6,1,1,1,8|2|1|4|6|5|9|3|7,5,5,5,5,1,1,1,1,5|3|6|7|4|2|8|1,6,6,5,6,7,7,1,4,1,7,7,7,5|2|10|7|3|8|4|6|11|12|1|9,7,7,7,7,1,1|4|5|2|3,5,4,5,5,2|4|1|3,7,6,6,6,1|3|2,5,5,5,5,1,1,1,1,3|2|8|4|7|1|6|5,3,3|2|6|4|7|5,2,1,,1,0,,48,2,,3,0,0,3,0,,328,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:42,8/19/2021 11:59,0,152.174.99.235,100,962,1,8/19/2021 11:59,R_87I2HLSJg6Z8XC1,,,,,-29.90699768,-71.2562027,anonymous,EN-GB,1,5,3,5,4,4,4,1,5,5,3,2,4,4,4,5,7|14|8|5|9|11|2|4|6|13|1|10|12|3|15,4,5,5,4,2,5,5,7|2|5|3|4|1|6,4,1,4,7,7,7,6,6,6,7|4|5|6|9|8|2|1|3,2,5,4,4,5,3,2,3,5|1|8|7|4|6|3|2,1,1,5,7,7,6,3,5,4,7,5,5,10|4|9|5|2|3|8|6|7|1|12|11,6,4,6,6,1,5|2|3|1|4,6,7,6,6,3|2|1|4,7,6,5,5,3|2|1,4,4,5,4,3,2,1,3,5|8|1|6|3|7|2|4,3,6|2|5|4|3|7,2,1,,1,1,,21,2,,3,1,0,0,0,,303,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:39,8/19/2021 11:59,0,31.0.76.128,100,1216,1,8/19/2021 11:59,R_2EyGWHMYpVxRd5j,,,,,52.23939514,21.03619385,anonymous,EN-GB,1,3,5,2,4,3,3,4,3,4,4,4,1,4,5,3,4|11|15|14|5|7|3|9|1|12|10|2|8|6|13,2,4,4,4,2,1,3,4|3|5|7|6|1|2,4,7,5,4,4,5,5,1,3,2|5|1|9|6|7|8|3|4,3,4,3,4,2,2,4,5,2|6|7|8|3|4|5|1,5,6,3,6,4,5,3,2,4,3,3,1,5|12|10|4|9|8|1|3|6|2|7|11,2,3,1,3,1,3|5|2|4|1,3,5,2,6,3|1|2|4,4,3,5,2,1|2|3,3,4,3,5,3,4,1,2,8|2|7|3|5|4|1|6,7,5|4|6|2|7|3,2,1,,1,1,,23,0,,2,1,0,0,0,,225,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:46,8/19/2021 11:59,0,192.187.21.11,100,762,1,8/19/2021 11:59,R_C7iOeD0NwaBKch3,,,,,40.41630554,-3.693405151,anonymous,EN-GB,1,4,3,4,2,2,2,2,4,2,5,3,4,2,4,2,4|14|1|5|9|15|11|8|2|10|12|6|3|13|7,3,4,3,2,2,3,2,1|2|6|4|5|7|3,4,5,4,5,6,6,2,2,3,6|1|5|2|9|4|3|8|7,5,3,4,4,1,1,1,2,3|5|8|6|7|2|1|4,5,5,5,5,2,4,3,5,3,3,2,2,7|12|2|11|8|10|3|5|6|9|1|4,6,6,5,5,1,4|5|3|2|1,1,2,2,1,1|4|2|3,6,5,6,6,1|2|3,5,5,5,4,1,1,1,1,5|6|7|1|4|2|3|8,3,6|2|5|3|7|4,2,1,,1,1,,44,2,,3,0,2,2,0,,258,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:47,8/19/2021 11:59,0,94.131.151.55,100,754,1,8/19/2021 11:59,R_5hyjRCsAG0qCmFX,,,,,40.6381073,22.94549561,anonymous,EN-GB,1,4,3,2,4,3,2,2,2,4,4,3,2,4,2,2,8|4|1|11|2|13|3|9|7|6|14|10|5|12|15,3,4,4,4,3,2,3,6|4|5|7|1|2|3,6,1,2,2,6,5,3,1,1,1|3|9|5|4|6|8|2|7,3,2,1,2,4,2,3,4,1|7|6|8|4|2|5|3,5,3,1,5,2,1,2,1,1,1,1,1,7|5|2|12|6|4|10|3|1|11|9|8,1,2,2,1,1,3|2|5|1|4,1,1,4,1,1|2|3|4,6,6,6,6,3|2|1,3,1,1,1,4,3,1,4,4|2|7|5|1|8|3|6,3,2|4|3|5|7|6,2,1,,1,1,,35,0,,3,0,2,0,0,,197,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:38,8/19/2021 12:00,0,188.78.11.252,100,1303,1,8/19/2021 12:00,R_2pJrUYWNiiZNOZc,,,,,40.41630554,-3.693405151,anonymous,EN-GB,1,4,5,5,5,5,4,3,5,5,1,4,5,5,1,5,4|8|6|10|7|9|13|1|5|3|15|11|12|2|14,5,1,5,2,1,5,5,5|3|7|1|6|4|2,4,3,5,1,5,5,6,6,7,7|5|8|1|6|3|4|2|9,4,3,4,4,3,2,1,2,1|5|8|3|6|2|7|4,7,7,1,1,6,6,7,7,1,7,2,7,12|6|11|7|1|5|3|4|9|2|10|8,6,4,7,5,1,2|4|3|5|1,5,5,7,1,4|3|2|1,7,7,7,7,1|2|3,4,3,3,4,4,2,1,2,6|2|1|3|5|8|4|7,3,3|5|4|2|7|6,2,1,,2,0,,25,9,,3,1,1,1,7,,340,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:16,8/19/2021 12:00,0,94.134.91.63,100,2633,1,8/19/2021 12:00,R_DGptkC7epp2Y2xb,,,,,51.07119751,13.74339294,anonymous,EN-GB,1,3,4,2,4,1,1,2,4,1,3,4,2,4,3,2,4|8|1|11|15|5|3|13|14|12|10|7|2|6|9,4,4,2,4,2,2,3,5|6|3|1|4|7|2,5,3,4,3,5,6,2,4,5,7|4|6|5|9|8|1|3|2,3,2,3,2,3,2,4,4,2|3|8|5|1|7|4|6,7,7,7,7,7,7,6,7,4,7,5,6,10|6|4|9|2|1|8|7|11|12|3|5,7,7,6,7,1,4|2|5|3|1,7,7,7,7,1|4|3|2,7,7,7,7,3|1|2,3,2,4,4,3,3,3,4,8|4|1|7|3|2|5|6,3,4|5|6|3|7|2,2,1,,2,1,,20,0,,1,1,1,4,0,,304,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:36,8/19/2021 12:00,0,94.62.47.111,100,1434,1,8/19/2021 12:00,R_2E06qaYAMUPCsfk,,,,,38.73100281,-9.137298584,anonymous,EN-GB,1,5,4,2,5,5,2,3,3,5,3,3,3,4,2,2,5|6|2|4|12|13|14|11|3|10|8|1|15|7|9,4,2,4,2,2,4,4,4|2|1|6|7|5|3,4,2,2,5,7,6,7,7,7,8|9|4|3|6|1|5|7|2,3,3,3,4,4,4,4,5,8|1|5|2|3|6|4|7,6,6,5,5,6,6,6,7,5,5,4,2,3|5|8|2|10|7|9|6|12|4|11|1,6,6,7,7,1,4|5|1|2|3,5,5,5,4,2|1|3|4,5,7,7,7,1|3|2,4,4,4,4,4,5,5,5,8|6|4|7|2|3|1|5,3,2|3|7|5|4|6,2,1,,1,0,,20,0,,1,1,0,0,5,,305,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:40,8/19/2021 12:00,0,93.65.244.13,100,1236,1,8/19/2021 12:00,R_28zVGbHzmOYQunb,,,,,41.00169373,16.87609863,anonymous,EN-GB,1,4,2,5,5,3,2,5,5,4,5,2,2,2,2,4,6|2|15|8|12|9|3|4|11|14|5|10|7|1|13,2,4,4,5,4,4,4,5|3|7|6|4|1|2,6,3,4,3,6,6,5,5,6,7|9|3|5|4|8|1|6|2,4,4,3,3,4,2,2,4,1|6|3|8|7|4|5|2,2,2,2,4,4,5,6,5,6,2,4,2,1|7|10|4|3|11|6|8|12|2|9|5,4,3,1,2,1,1|4|3|2|5,6,4,6,2,2|1|3|4,4,6,4,5,1|3|2,4,4,5,4,4,2,2,4,4|3|1|6|8|7|5|2,3,7|4|2|3|5|6,1,1,,1,1,,28,0,,2,0,0,0,4,,241,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:37,8/19/2021 12:01,0,2.81.84.186,100,1460,1,8/19/2021 12:01,R_294jN6FPnhVwx7v,,,,,40.20570374,-8.421295166,anonymous,EN-GB,1,5,5,2,5,5,1,4,4,4,1,2,4,4,2,4,5|9|1|14|11|15|7|2|4|13|6|8|3|10|12,5,1,4,2,2,4,4,1|2|5|3|4|7|6,7,6,3,2,3,2,3,5,5,5|1|3|2|9|7|4|6|8,4,5,4,5,1,1,1,2,3|8|4|7|5|1|6|2,5,2,3,3,5,5,3,5,4,7,4,6,10|11|3|4|12|8|7|5|2|9|1|6,6,5,6,7,1,3|1|2|4|5,4,3,6,2,1|2|4|3,7,7,7,7,2|3|1,4,5,5,5,1,1,1,1,3|8|5|4|1|7|2|6,3,6|5|3|4|7|2,2,1,,1,0,,25,0,,3,1,2,3,6,Greysexual (Asexuality spectrum) and Pansexual,315,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:50,8/19/2021 12:01,0,79.184.165.43,100,645,1,8/19/2021 12:01,R_2v6zOBp7RW4sW7w,,,,,52.25650024,21.00300598,anonymous,EN-GB,1,5,5,1,5,5,1,4,4,5,2,1,4,3,2,2,12|6|10|11|13|14|1|3|4|15|8|2|5|9|7,5,3,4,2,3,4,4,2|7|1|3|4|5|6,4,2,2,5,7,7,7,6,6,2|5|3|6|9|1|8|4|7,3,4,4,4,5,5,5,3,8|5|4|7|6|2|3|1,1,1,1,1,3,1,1,1,1,2,1,4,9|7|8|10|4|3|11|5|12|6|1|2,3,2,2,6,1,3|4|5|2|1,2,1,2,1,4|2|1|3,6,6,2,2,3|2|1,5,4,4,5,4,4,4,3,2|7|1|4|6|8|3|5,7,2|5|3|7|4|6,2,1,,1,1,,19,0,,0,1,0,1,0,,221,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:45,8/19/2021 12:02,0,89.64.95.228,100,963,1,8/19/2021 12:02,R_1OZjY7VyRBo8R1s,,,,,52.24839783,21.00259399,anonymous,EN-GB,1,4,4,2,4,4,2,2,5,4,2,1,1,2,2,4,13|11|1|5|9|14|15|7|8|6|12|10|2|4|3,5,1,5,4,1,5,5,4|6|7|3|5|2|1,6,6,6,3,3,3,6,3,6,1|8|2|5|7|6|9|3|4,4,5,5,5,1,1,1,2,8|4|5|7|1|6|2|3,3,1,1,3,5,1,1,1,1,5,2,1,1|5|12|4|8|2|3|9|6|7|10|11,5,6,6,6,1,1|4|2|3|5,1,1,2,1,3|1|4|2,5,4,4,4,3|1|2,4,5,5,5,1,1,1,2,2|7|5|6|8|1|4|3,3,3|5|2|4|6|7,2,1,,1,0,,28,0,,4,0,2,2,0,,253,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:43,8/19/2021 12:03,0,85.247.85.237,100,1228,1,8/19/2021 12:03,R_XhXTWLLXP6grxdv,,,,,37.95249939,-8.868103027,anonymous,EN-GB,1,2,4,4,5,4,2,3,1,2,4,4,5,5,4,5,2|11|10|9|15|8|5|6|14|7|4|3|12|13|1,5,1,5,5,1,5,5,4|1|6|2|5|3|7,7,4,7,1,4,7,7,7,7,8|4|6|9|7|5|3|1|2,5,5,5,5,1,1,1,3,5|7|6|1|3|4|2|8,4,7,4,4,1,7,4,7,4,1,1,1,3|6|11|8|4|12|9|7|5|2|10|1,7,4,7,1,1,3|4|5|1|2,7,7,7,4,2|3|4|1,4,7,7,7,3|1|2,5,5,5,5,1,1,1,1,8|3|5|6|1|7|2|4,3,7|4|6|5|3|2,2,1,,1,0,,29,0,,4,1,2,1,0,,320,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:48,8/19/2021 12:04,0,176.168.16.126,100,968,1,8/19/2021 12:04,R_2AN1UxbLD9nZkVu,,,,,43.55499268,1.539001465,anonymous,EN-GB,1,5,4,1,5,4,4,5,1,2,2,2,3,5,1,4,14|10|9|12|2|6|13|15|5|1|3|8|7|11|4,4,2,1,2,5,4,3,4|3|2|6|1|5|7,5,3,6,1,4,5,5,5,2,2|1|6|7|3|8|4|9|5,5,4,5,5,1,1,1,1,8|7|6|5|2|1|4|3,1,1,1,1,1,1,1,1,1,1,1,1,9|1|2|8|3|4|12|11|7|5|6|10,7,7,7,7,1,5|4|3|2|1,6,4,7,6,1|4|2|3,7,7,7,7,3|1|2,5,5,4,4,1,1,1,1,8|4|1|2|7|5|6|3,3,6|2|5|3|7|4,2,1,,1,1,,27,0,,4,1,0,2,1,,280,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:40,8/19/2021 12:05,0,78.145.189.72,100,1533,1,8/19/2021 12:05,R_21oEKh8ZywWlhr6,,,,,51.50419617,-0.219894409,anonymous,EN-GB,1,4,3,4,4,4,3,2,4,4,2,2,2,4,3,3,13|10|12|3|11|6|9|8|2|7|1|15|14|4|5,4,4,5,3,2,3,2,3|5|4|7|2|1|6,5,3,5,2,6,7,7,7,7,9|4|2|8|1|7|6|5|3,4,4,4,4,2,2,2,2,8|6|1|5|3|4|7|2,1,1,1,1,1,1,1,1,1,1,1,2,12|4|3|2|8|5|9|6|1|7|10|11,1,1,1,1,1,3|1|5|2|4,1,1,1,1,1|2|3|4,4,1,4,1,3|1|2,4,4,4,4,2,2,2,3,8|6|7|4|5|1|2|3,7,3|4|7|2|5|6,2,1,,1,0,,39,0,,0,1,2,3,4,,213,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:44,8/19/2021 12:07,0,109.65.57.227,100,1359,1,8/19/2021 12:07,R_cCJZkehw9MhF6lX,,,,,32.06660461,34.76519775,anonymous,EN-GB,1,4,5,4,4,4,3,2,5,2,3,2,3,5,2,5,4|10|15|8|7|1|5|3|13|9|6|14|2|12|11,4,3,5,2,2,4,5,2|5|4|1|6|3|7,5,5,5,2,3,4,5,3,2,8|7|9|1|4|3|2|6|5,3,2,2,2,3,4,4,4,6|3|2|4|5|7|8|1,1,1,1,1,1,1,1,1,1,1,2,2,9|5|12|8|6|4|7|2|3|11|1|10,1,1,1,2,1,1|4|5|2|3,1,1,2,1,3|2|4|1,2,1,1,1,2|1|3,3,2,2,2,3,4,3,4,3|6|5|4|1|2|7|8,7,6|3|2|4|5|7,2,1,,1,0,,23,7,,3,1,1,3,0,,180,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:45,8/19/2021 12:07,0,86.49.242.254,100,1316,1,8/19/2021 12:07,R_1LT0FO0tD57PAwZ,,,,,50.07609558,14.44790649,anonymous,EN-GB,1,3,4,2,4,4,4,2,3,2,5,3,5,5,4,5,8|15|5|3|2|12|11|9|13|7|6|10|4|1|14,4,4,4,3,1,3,5,7|6|1|3|5|2|4,7,6,5,2,2,3,1,5,1,8|4|6|9|1|7|2|3|5,5,5,5,5,2,1,1,1,6|5|8|3|4|1|7|2,1,1,1,1,1,1,1,1,1,7,4,4,1|12|11|7|8|6|5|4|9|2|10|3,7,5,3,7,1,3|4|1|5|2,4,6,7,6,1|3|4|2,7,4,4,4,2|1|3,5,5,5,5,1,1,1,1,3|4|8|5|2|7|6|1,7,3|6|2|5|4|7,2,1,,1,0,,32,2,,4,1,2,3,0,,271,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
